# name of location | nothing = warning , O = just advice , R = just report| ID of ADVICE
/administrator/phpmyadmin/|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin/|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.2.3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.2.6/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.5/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.5-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.5-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.5-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.6/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.6-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.6-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.7/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.5.7-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-alpha2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-alpha/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-beta2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-pl3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.0-rc3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.1-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.1-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.1-pl3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.1-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.1-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.2-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.2-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.2-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.3-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.3-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.4-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.4-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.4-pl3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.4-pl4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.6.4-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.7.0-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.7.0/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.7.0-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.7.0-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.7.0-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0.2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0.3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0.4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.0-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.1-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2.8.2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpmyadmin2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin-2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/php-my-admin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/php-myadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpmy-admin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpmyadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/phpMyAdmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/pma/|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/PMA/|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/pma2005/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/pMA2005/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/pma2006/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/pMA2006/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/p/m/a/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/pMA/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/sqlmanager/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/sqlweb/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/web/|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/webadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/webdb/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/web/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/administrator/websql/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/login.html|R|APACHE_VHOSTS_KNOWN_NAME
/admin/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/lost-pass.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/myadmin/|R|APACHE_VHOSTS_KNOWN_NAME
/admin/myadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/mysql-admin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/mysqladmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/mysql/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/mysqlmanager/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin-old/|R|APACHE_VHOSTS_KNOWN_NAME
/admin.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpmanager/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpmyadmin/|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.2.3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.2.6/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.5/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.5-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.5-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.5-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.6/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.6-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.6-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.7/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.5.7-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-alpha2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-alpha/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-beta2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-pl3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.0-rc3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.1-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.1-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.1-pl3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.1-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.1-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.2-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.2-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.2-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.3-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.3-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.4-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.4-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.4-pl3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.4-pl4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.6.4-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.7.0-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.7.0/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.7.0-pl1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.7.0-pl2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.7.0-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0.2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0.3/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0.4/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0-beta1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.0-rc2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.1-rc1/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2.8.2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpmyadmin2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin-2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin2/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/php-my-admin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/php-myadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpmy-admin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpmyadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpMyAdmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/phpmyadmin/read_dump.phpmain.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/pma2005/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/PMA2005/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/pma2006/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/PMA2006/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/p/m/a/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/pMA/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/pma/read_dump.phpmain.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/read_dump.phpmain.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/setup.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/sqladmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/sqlmanager/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/sqlweb/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/sysadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/updatelist.php|R|APACHE_VHOSTS_KNOWN_NAME
/adminuser/|R|APACHE_VHOSTS_KNOWN_NAME
/adminweb/|R|APACHE_VHOSTS_KNOWN_NAME
/AdminWeb/|R|APACHE_VHOSTS_KNOWN_NAME
/admin/webadmin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/webdb/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/web/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admin/websql/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/admisapi/|R|APACHE_VHOSTS_KNOWN_NAME
/adpeeps/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/AdvWebAdmin/|R|APACHE_VHOSTS_KNOWN_NAME
/af.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/aflog/Readme.txt|R|APACHE_VHOSTS_KNOWN_NAME
/ag/ang/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/agc/vicidial.php|R|APACHE_VHOSTS_KNOWN_NAME
/agenda.php3|R|APACHE_VHOSTS_KNOWN_NAME
/Agent/|R|APACHE_VHOSTS_KNOWN_NAME
/agentes/|R|APACHE_VHOSTS_KNOWN_NAME
/Agents/|R|APACHE_VHOSTS_KNOWN_NAME
/ag/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/aihs/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/aiocp/public/code/cp_dpage.php|R|APACHE_VHOSTS_KNOWN_NAME
/AIOCP/public/code/cp_dpage.php|R|APACHE_VHOSTS_KNOWN_NAME
/ajaxp_backend.php|R|APACHE_VHOSTS_KNOWN_NAME
/ajaxportal/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/ajaxportal/install/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/a.jsp/<SCRIPT>alert(document.domain)</SCRIPT>|R|APACHE_VHOSTS_KNOWN_NAME
/Album/|R|APACHE_VHOSTS_KNOWN_NAME
/AlbumArt_/|R|APACHE_VHOSTS_KNOWN_NAME
/album/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/alerts.php|R|APACHE_VHOSTS_KNOWN_NAME
/alienform.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/amazon/search.php|R|APACHE_VHOSTS_KNOWN_NAME
/am/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/AM/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/analog/|R|APACHE_VHOSTS_KNOWN_NAME
/ang/ang/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/ang/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/anguestbook/ang/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/anguestbook/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/~anna_foo_fighter|R|APACHE_VHOSTS_KNOWN_NAME
/ans/ans.pl|R|APACHE_VHOSTS_KNOWN_NAME
/ans.pl|R|APACHE_VHOSTS_KNOWN_NAME
/anthill/|R|APACHE_VHOSTS_KNOWN_NAME
/ant/Lisez%20moi.txt|R|APACHE_VHOSTS_KNOWN_NAME
/Ant/Lisez%20moi.txt|R|APACHE_VHOSTS_KNOWN_NAME
/ANT/Lisez%20moi.txt|R|APACHE_VHOSTS_KNOWN_NAME
/ant/news/admin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/Ant/news/admin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/ANT/news/admin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/ant/Readme.txt|R|APACHE_VHOSTS_KNOWN_NAME
/Ant/Readme.txt|R|APACHE_VHOSTS_KNOWN_NAME
/ANT/Readme.txt|R|APACHE_VHOSTS_KNOWN_NAME
/apache/|R|APACHE_VHOSTS_KNOWN_NAME
/apage/lcgi-bin|R|APACHE_VHOSTS_KNOWN_NAME
/apexec.pl|R|APACHE_VHOSTS_KNOWN_NAME
/apoll/admin/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/apoll/admin/lost-pass.php|R|APACHE_VHOSTS_KNOWN_NAME
/app/|R|APACHE_VHOSTS_KNOWN_NAME
/applets/|R|APACHE_VHOSTS_KNOWN_NAME
/application/|R|APACHE_VHOSTS_KNOWN_NAME
/applications/|R|APACHE_VHOSTS_KNOWN_NAME
/apps/|R|APACHE_VHOSTS_KNOWN_NAME
/app/webeditor/login.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/aproxengine/engine/inc/version.info|R|APACHE_VHOSTS_KNOWN_NAME
/ar/|R|APACHE_VHOSTS_KNOWN_NAME
/archive/|R|APACHE_VHOSTS_KNOWN_NAME
/archives/|R|APACHE_VHOSTS_KNOWN_NAME
/artmedic_links5/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/ascils/phpmyadmin/|R|APACHE_VHOSTS_KNOWN_NAME
/ask/forum_answer.php|R|APACHE_VHOSTS_KNOWN_NAME
/asp/|R|APACHE_VHOSTS_KNOWN_NAME
/aspx/|R|APACHE_VHOSTS_KNOWN_NAME
/assets/plugins/mp3_id/mp3_id.php|R|APACHE_VHOSTS_KNOWN_NAME
/astrospaces/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/atc/|R|APACHE_VHOSTS_KNOWN_NAME
/athenareg.php|R|APACHE_VHOSTS_KNOWN_NAME
/atmail/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/audistat/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/auth/|R|APACHE_VHOSTS_KNOWN_NAME
/authadmin/|R|APACHE_VHOSTS_KNOWN_NAME
/authentication_index.php|R|APACHE_VHOSTS_KNOWN_NAME
/avarcade/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/avarcade/upload/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/aw/|R|APACHE_VHOSTS_KNOWN_NAME
/awcm/includes/window_top.php|R|APACHE_VHOSTS_KNOWN_NAME
